,ticker,predict,real
2024-01-02,MRNA,0.0003271121310317358,0.126352
2024-01-03,MRNA,0.009884366426130315,-0.03493
2024-01-04,MRNA,0.000590371947525953,-0.003211
2024-01-05,MRNA,0.0022651716540687578,0.031085
2024-01-08,MRNA,-0.0005780762651720075,0.035615
2024-01-09,MRNA,0.0010278872556087088,-0.03249
2024-01-10,MRNA,-0.00030626022906584603,-0.004909
2024-01-11,MRNA,0.0008172835791831264,-0.016711
2024-01-12,MRNA,0.000994217007439859,-0.009813
2024-01-16,MRNA,0.0016232872590556254,-0.020612
2024-01-17,MRNA,0.002349269473353697,0.020854
2024-01-18,MRNA,0.0016272303484644965,-0.009399
2024-01-19,MRNA,0.0010254249849846458,0.012903
2024-01-22,MRNA,-2.6780620907813044e-05,-0.005486
2024-01-23,MRNA,0.0005661848400094141,0.014129
2024-01-24,MRNA,0.0004017109003474688,-0.020252
2024-01-25,MRNA,0.0007484088275421405,0.010318
2024-01-26,MRNA,0.0007475381778699343,-0.016804
2024-01-29,MRNA,0.00012361855463746566,0.029964
2024-01-30,MRNA,0.00032489901829216343,-0.010047
2024-01-02,DXCM,0.00036698914533126543,-0.000487
2024-01-03,DXCM,0.00040750391274556417,-0.025681
2024-01-04,DXCM,0.0007795742760862393,0.014996
2024-01-05,DXCM,0.0007239869870961451,0.022347
2024-01-08,DXCM,-9.801712867854395e-06,0.031183
2024-01-09,DXCM,0.0004996003277008012,0.006909
2024-01-10,DXCM,0.0003879199486946878,-0.015687
2024-01-11,DXCM,0.000735782189558179,0.007502
2024-01-12,DXCM,0.0007475381778699343,-0.030482
2024-01-16,DXCM,0.0004919184640606823,0.007039
2024-01-17,DXCM,0.00039121721405288687,0.019919
2024-01-18,DXCM,0.0009223353664427833,0.009425
2024-01-19,DXCM,0.0006802348802612968,0.001337
2024-01-22,DXCM,0.0002559007505414644,0.000697
2024-01-23,DXCM,0.00034593795864657184,-0.015718
2024-01-24,DXCM,0.00042581916793876394,-0.005308
2024-01-25,DXCM,0.0007477096112435207,-0.020365
2024-01-26,DXCM,0.0007626782600945541,-0.032601
2024-01-29,DXCM,0.0006737462353969512,0.019445
2024-01-30,DXCM,0.000326960229400791,-0.019084
2024-01-02,GEHC,0.00038799302799269225,-0.002742
2024-01-03,GEHC,0.0004204321246261999,-0.001705
2024-01-04,GEHC,0.0007391231322615333,0.0075
2024-01-05,GEHC,0.0007322897836697446,0.008158
2024-01-08,GEHC,0.0001409954121036175,0.004675
2024-01-09,GEHC,0.0003778102269249342,-0.004545
2024-01-10,GEHC,0.000411504528431922,-0.002227
2024-01-11,GEHC,0.0007387564847018109,0.000656
2024-01-12,GEHC,0.0007387564847018109,-0.001442
2024-01-16,GEHC,0.00039378604039078764,-0.012253
2024-01-17,GEHC,0.00045100709324956146,-0.02007
2024-01-18,GEHC,0.0007719384317288208,0.010584
2024-01-19,GEHC,0.0007452284005528287,0.009054
2024-01-22,GEHC,0.00026114707989456225,0.004847
2024-01-23,GEHC,0.00039378604039078764,-0.012863
2024-01-24,GEHC,0.00042581916793876394,-0.028381
2024-01-25,GEHC,0.000795398272127269,0.007466
2024-01-26,GEHC,0.0007232589067956519,0.002055
2024-01-29,GEHC,0.0002371936032017443,0.020162
2024-01-30,GEHC,0.0003541712829008321,0.003662
2024-01-02,PODD,0.0004085546646993131,-0.023489
2024-01-03,PODD,0.00041076117220480694,-0.059523
2024-01-04,PODD,0.0026097955975872412,0.028411
2024-01-05,PODD,-7.236647514276479e-05,0.002838
2024-01-08,PODD,0.0014372440142924512,0.020364
