,ticker,predict,real
2024-01-02,PLTR,0.002572176063195708,-0.021829
2024-01-03,PLTR,0.0031831204015806964,-0.001861
2024-01-04,PLTR,0.0006427262151022422,0.012461
2024-01-05,PLTR,-0.0021063740241326254,0.017834
2024-01-08,PLTR,0.0010919281955503563,0.027744
2024-01-09,PLTR,-0.0011250760401592932,-0.007268
2024-01-10,PLTR,0.0018626307929905466,0.017576
2024-01-11,PLTR,-0.00015925342186162998,-0.007733
2024-01-12,PLTR,0.0002802917805079465,0.004796
2024-01-16,PLTR,0.002151743212376596,-0.003617
2024-01-17,PLTR,0.00042309175068800476,0.007995
2024-01-18,PLTR,0.003354386026198774,-0.020896
2024-01-19,PLTR,0.004953301233067059,0.012674
2024-01-22,PLTR,0.0036316704668986305,0.008018
2024-01-23,PLTR,0.004900854935146222,-0.017574
2024-01-24,PLTR,0.002386639606469049,-0.043404
2024-01-25,PLTR,0.005799290338179683,-0.027187
2024-01-26,PLTR,0.0008342864817187011,-0.003049
2024-01-29,PLTR,-0.0010559173576374402,0.038906
2024-01-30,PLTR,0.0024550260764987183,-0.017606
2024-01-02,ENPH,0.0005088570176343554,0.004439
2024-01-03,ENPH,-0.0033495983028571695,-0.033039
2024-01-04,ENPH,0.0032243124879676203,-0.017884
2024-01-05,ENPH,0.002168016794605362,0.001823
2024-01-08,ENPH,0.006038907477927114,-0.028801
2024-01-09,ENPH,0.004089898066563716,0.024864
2024-01-10,ENPH,0.004636647723735384,0.00453
2024-01-11,ENPH,0.00014528106231446,-0.016268
2024-01-12,ENPH,-0.0014589367548122909,-0.041565
2024-01-16,ENPH,0.005627000325369551,-0.009382
2024-01-17,ENPH,0.00018386700187044197,0.000379
2024-01-18,ENPH,0.008075115829716656,-0.005223
2024-01-19,ENPH,-7.96041872776509e-05,-0.025035
2024-01-22,ENPH,0.0015928312306305794,0.003935
2024-01-23,ENPH,0.0023521939692871534,-0.017219
2024-01-24,ENPH,0.000977188723589405,-0.055167
2024-01-25,ENPH,0.002339636784892913,-0.021524
2024-01-26,ENPH,-0.0018123890254312432,-0.021634
2024-01-29,ENPH,-0.0020892281715474592,0.037442
2024-01-30,ENPH,0.0022890670051123937,-0.012901
2024-01-02,CRWD,7.97792022257742e-05,-0.018213
2024-01-03,CRWD,0.0011898095267965393,0.016811
2024-01-04,CRWD,0.001885573744961315,-0.001423
2024-01-05,CRWD,-0.002650561256502504,0.010041
2024-01-08,CRWD,0.0028512992865945964,0.037237
2024-01-09,CRWD,0.0014033875262332125,0.030392
2024-01-10,CRWD,-0.0019142364389453364,0.026085
2024-01-11,CRWD,0.0027648930435686674,0.001831
2024-01-12,CRWD,0.000428575251687719,-0.012718
2024-01-16,CRWD,-0.002951935292023026,0.024697
2024-01-17,CRWD,-0.0007117237905749879,-0.011698
2024-01-18,CRWD,-0.003780537755828321,0.005112
2024-01-19,CRWD,0.0031590805843317834,0.019439
