,ticker,predict,real
2024-01-02,TPL,-0.0012816331204022566,0.007421
2024-01-03,TPL,-0.0012327793196284706,0.00269
2024-01-04,TPL,-0.001243966772083581,-0.028253
2024-01-05,TPL,-0.0012314358668953896,0.000174
2024-01-08,TPL,0.0032826956459450596,0.0035
2024-01-09,TPL,0.0014178841434483974,0.00583
2024-01-10,TPL,0.0004664494847145316,-0.009127
2024-01-11,TPL,-0.0023971533798970266,-0.012271
2024-01-12,TPL,0.0011854065242280702,0.001799
2024-01-16,TPL,7.034618735057189e-05,-0.03837
2024-01-17,TPL,0.0021819720468229807,0.007063
2024-01-18,TPL,-0.004661375194617237,0.009604
2024-01-19,TPL,0.004715597368127706,0.003251
2024-01-22,TPL,0.0010858491091134828,0.009985
2024-01-23,TPL,-0.0008217660854291932,0.00838
2024-01-24,TPL,0.0002746889069443068,0.00366
2024-01-25,TPL,0.0013947054887910486,-0.003713
2024-01-26,TPL,0.0008603247755749681,-0.006547
2024-01-29,TPL,0.0002648607512710182,0.015532
2024-01-30,TPL,-0.0017946364196021719,0.002867
2024-01-02,FANG,-0.0015766885966606587,0.00281
2024-01-03,FANG,0.002119367519934362,0.015727
2024-01-04,FANG,0.0009255171918505611,-0.032595
2024-01-05,FANG,0.0027662933011935844,-0.005421
2024-01-08,FANG,-0.000709026943197396,0.019372
2024-01-09,FANG,-0.0029939508716577885,-0.020958
2024-01-10,FANG,-0.00012937326384467943,-0.005454
2024-01-11,FANG,0.0016023573818642783,-0.003948
2024-01-12,FANG,0.0010556520829176166,-0.000974
2024-01-16,FANG,-0.0009347819363866665,-0.01222
2024-01-17,FANG,-0.00040848438093212864,0.002611
2024-01-18,FANG,-0.0007731446158225311,0.000134
2024-01-19,FANG,-0.0009375517286171873,0.008883
2024-01-22,FANG,0.00022322388178274793,0.004363
2024-01-23,FANG,0.00024358641903721455,0.003179
2024-01-24,FANG,-0.0008352830629839208,0.005315
2024-01-25,FANG,-0.0013452848432522996,0.010864
2024-01-26,FANG,-0.0007937918446589295,-0.001661
2024-01-29,FANG,0.00016147535660314925,-0.006671
2024-01-30,FANG,0.001709158896369446,0.020218
2024-01-02,TRGP,0.000508682567196769,-0.01008
2024-01-03,TRGP,0.0006080936136552381,0.017509
2024-01-04,TRGP,-0.002443015477564721,-0.025203
2024-01-05,TRGP,0.002792090900335943,-0.010153
2024-01-08,TRGP,0.0011850844207043367,0.000593
2024-01-09,TRGP,0.006283619084724388,-0.007362
2024-01-10,TRGP,-0.0015105565929737616,-0.001905
2024-01-11,TRGP,-0.000990420124887679,-0.008458
2024-01-12,TRGP,0.0008802910825530023,-0.011906
2024-01-16,TRGP,-0.0016768495051671024,-0.010076
2024-01-17,TRGP,-0.0021418517361336785,-0.003302
2024-01-18,TRGP,-0.0006636695789201431,0.015243
2024-01-19,TRGP,-0.0019167513817641582,-0.003383
2024-01-22,TRGP,0.001563965727211211,0.016002
2024-01-23,TRGP,0.0012460963777630818,-0.005615
2024-01-24,TRGP,0.0009091545207677558,0.001073
2024-01-25,TRGP,0.0015711492128583353,0.017513
2024-01-26,TRGP,0.0019602877714134043,0.010829
2024-01-29,TRGP,-0.0009213477842708365,-0.001962
2024-01-30,TRGP,0.0018242785071072118,0.019801
2024-01-02,VLO,-0.00031053869806921865,0.000153
2024-01-03,VLO,-0.0003256955627140759,0.024121
2024-01-04,VLO,0.001010266036745694,-0.031656
2024-01-05,VLO,0.0011562364031902175,-0.01157
2024-01-08,VLO,0.0006140908472524535,0.021816
2024-01-09,VLO,0.0018517602295196106,-0.012655
2024-01-10,VLO,-0.0004304317013321917,-0.019489
2024-01-11,VLO,-0.0005803953657416144,0.01846
2024-01-12,VLO,-0.0025446614742858278,0.011538
2024-01-16,VLO,-0.0010264263234098297,-0.024225
2024-01-17,VLO,0.0035311145316549667,-0.008244
2024-01-18,VLO,0.0006763227125841524,0.000636
2024-01-19,VLO,3.263616203095957e-05,0.012082
2024-01-22,VLO,-0.0006903336980001073,0.010961
2024-01-23,VLO,-0.0033659777402593833,0.002407
2024-01-24,VLO,0.0014485753578057658,-0.002529
2024-01-25,VLO,-0.003335311826088214,0.007342
2024-01-26,VLO,0.0021212922963335353,0.025658
2024-01-29,VLO,-0.0002315223579485783,0.002754
2024-01-30,VLO,-0.0033583905696349644,0.031852
2024-01-02,MPC,-0.00015934022420019866,0.022345
2024-01-03,MPC,0.0003587026561650208,0.035344
2024-01-04,MPC,-0.0022755526295169023,-0.04023
2024-01-05,MPC,0.010681592841666834,-0.01454
2024-01-08,MPC,-0.002129662979204543,0.041733
2024-01-09,MPC,-0.0020217536131297825,-0.010706
2024-01-10,MPC,0.004241783171535037,-0.012087
2024-01-11,MPC,-0.00374533278868238,0.012841
2024-01-12,MPC,0.001896712504340953,-0.001205
2024-01-16,MPC,0.0015851467789624995,-0.027082
2024-01-17,MPC,-0.0005093330177385087,-0.002886
2024-01-18,MPC,-0.004553284698017118,0.00165
2024-01-19,MPC,0.0015664377769699803,0.004333
2024-01-22,MPC,0.0008900087049397809,0.008226
2024-01-23,MPC,0.0017288506138136445,0.001366
2024-01-24,MPC,-0.0006146781350209096,0.000839
2024-01-25,MPC,0.00042823262718318024,0.00492
2024-01-26,MPC,0.0005169712523170602,0.021185
2024-01-29,MPC,-0.004100308767864474,-0.002554
2024-01-30,MPC,-0.0006317240330336872,0.047088
2024-01-02,OKE,0.0010906716532002522,0.006805
2024-01-03,OKE,0.0013101774976851202,0.011705
2024-01-04,OKE,-0.0015498243510283427,-0.016378
2024-01-05,OKE,-0.0002351145060412888,0.006467
2024-01-08,OKE,-0.0005016526294352614,0.010492
2024-01-09,OKE,-0.0003534384843719399,-0.008592
2024-01-10,OKE,5.299954113381742e-05,0.001272
2024-01-11,OKE,-0.0004015945076880596,-0.01142
2024-01-12,OKE,0.0015732083992645593,-0.009116
2024-01-16,OKE,0.00016353762710809763,-0.012206
2024-01-17,OKE,-0.0016111465288436643,0.001015
2024-01-18,OKE,-0.0001952722766753871,0.019751
2024-01-19,OKE,0.000803141776201912,-0.016982
2024-01-22,OKE,0.0011808863212930223,-0.007865
2024-01-23,OKE,-0.00039835284411339543,-0.003179
2024-01-24,OKE,-0.0003193918803902323,-0.007781
2024-01-25,OKE,0.0007942286983905033,0.014139
2024-01-26,OKE,0.001650500040244413,0.002705
2024-01-29,OKE,-0.0033357926904821716,0.00288
2024-01-30,OKE,-0.001340283166446827,0.01115
2024-01-02,APA,0.000979105485814818,-0.00083
2024-01-03,APA,0.00021284525896393374,0.021117
2024-01-04,APA,0.0008955842758533356,-0.020144
2024-01-05,APA,0.004299280003197837,0.000874
2024-01-08,APA,0.003226527526198203,0.004168
2024-01-09,APA,-0.0006647769627288279,-0.026572
2024-01-10,APA,0.00029112918944179444,-0.010331
2024-01-11,APA,0.001767124421947087,-0.01127
2024-01-12,APA,0.0031311014878374426,-0.016324
2024-01-16,APA,0.0010657511467401556,-0.025857
2024-01-17,APA,-0.0035105760662408393,-0.004523
2024-01-18,APA,-0.002501223883338035,-0.003573
2024-01-19,APA,-0.0010749421140791187,-0.004262
2024-01-22,APA,-0.0005998146494532368,0.011195
2024-01-23,APA,-0.0004091287690507835,0.010481
2024-01-24,APA,-0.0005508575449764052,0.008357
2024-01-25,APA,0.0023342149622505924,0.017466
2024-01-26,APA,0.001633486592072223,0.001247
2024-01-29,APA,0.00036339353534800133,-0.005616
2024-01-30,APA,0.0001091332042150802,0.030843
2024-01-02,PSX,0.0007790576169895867,0.005918
2024-01-03,PSX,0.0019525028357465237,0.012984
2024-01-04,PSX,0.0009078980660907547,-0.008138
2024-01-05,PSX,0.0026404027454933086,-0.008141
2024-01-08,PSX,0.002245880442893598,0.002697
2024-01-09,PSX,-0.0008441436619351984,-0.004335
2024-01-10,PSX,-0.0019324823489007808,-0.031
2024-01-11,PSX,0.00026070870878867414,0.002617
2024-01-12,PSX,-0.0019183830503698655,0.002717
2024-01-16,PSX,-0.00038818940726080076,-0.026541
2024-01-17,PSX,-0.0011213968366553535,0.001015
2024-01-18,PSX,-0.004722675364520059,-0.006227
2024-01-19,PSX,0.0024890213706499193,0.008673
2024-01-22,PSX,0.0025032041114899676,0.005896
2024-01-23,PSX,-0.0017773695132621617,0.012589
2024-01-24,PSX,0.0004406368989654043,0.012882
2024-01-25,PSX,0.0006040280205941701,0.016692
2024-01-26,PSX,0.002504002179269223,0.018671
2024-01-29,PSX,0.00023296431542146897,-0.004081
2024-01-30,PSX,-0.00029844196118825923,0.033454
2024-01-02,EQT,0.0015433620678713615,-0.004858
2024-01-03,EQT,0.0007380700453983372,-0.001032
2024-01-04,EQT,-0.0033315826473592023,-0.030457
2024-01-05,EQT,-0.0007356699062012162,0.016011
2024-01-08,EQT,0.0022149916583916866,0.004997
2024-01-09,EQT,0.0031686371356486904,-0.011939
2024-01-10,EQT,0.00039766811130320634,0.0
2024-01-11,EQT,-0.001781620950121881,-0.013053
2024-01-12,EQT,-0.0007081087465376916,-0.003688
2024-01-16,EQT,-0.001809993761718863,-0.016527
2024-01-17,EQT,0.0004758603291662146,0.006155
2024-01-18,EQT,-0.0008813024708708201,-0.01922
2024-01-19,EQT,0.0025835182615982486,0.007989
2024-01-22,EQT,0.0031200617897026474,0.014044
2024-01-23,EQT,-0.00016716413175528474,-0.005079
2024-01-24,EQT,0.002351316787812571,0.002812
2024-01-25,EQT,0.0007397185648576688,0.001945
2024-01-26,EQT,-0.000343306508956705,-0.002502
2024-01-29,EQT,-0.001505642294340697,0.001398
2024-01-30,EQT,-0.0006596562391313903,0.020034
2024-01-02,HES,-0.0010832333038196676,-0.006587
2024-01-03,HES,-0.00036804400067663154,0.018186
2024-01-04,HES,-0.0026088867135959683,-0.023385
2024-01-05,HES,0.0034403001401818074,-0.014672
2024-01-08,HES,-0.0015100475966467824,0.009898
2024-01-09,HES,-0.001700885408239044,-0.026597
2024-01-10,HES,0.0045207241715488735,-0.007998
2024-01-11,HES,-5.91805748628128e-05,-0.001215
2024-01-12,HES,0.0007794750307862222,-0.005123
2024-01-16,HES,-0.001766024150645803,-0.015028
2024-01-17,HES,-0.002405002475538967,0.008177
2024-01-18,HES,-0.0017508156623708823,-0.005152
2024-01-19,HES,0.0006005457736282887,0.00051
2024-01-22,HES,0.0007197725056995543,0.008417
2024-01-23,HES,-0.0019278661924543535,-0.002397
2024-01-24,HES,-0.00100525050017843,0.0103
2024-01-25,HES,0.0009625461324692189,0.022359
2024-01-26,HES,0.00010869965327958224,0.005296
2024-01-29,HES,0.000692736915502094,-0.007154
2024-01-30,HES,7.475929669404349e-05,0.013846
2024-01-02,EOG,-0.00031553484342941416,-0.001724
2024-01-03,EOG,-0.0004008276293712684,0.027543
2024-01-04,EOG,-0.003165194137006969,-0.036158
2024-01-05,EOG,-0.0008222646712533941,-0.012064
2024-01-08,EOG,-0.003263274629038134,-0.003385
2024-01-09,EOG,0.00018301391505916553,-0.017189
2024-01-10,EOG,-0.000850711285501491,-0.009134
2024-01-11,EOG,-0.002683928817005018,-0.002775
2024-01-12,EOG,-0.0009545702692668938,-0.009305
2024-01-16,EOG,-0.00034202622921581717,-0.026309
2024-01-17,EOG,0.0005419423233695792,0.001176
2024-01-18,EOG,-0.0014587770185759054,-0.00353
2024-01-19,EOG,0.0007662048889053015,0.001545
2024-01-22,EOG,0.002914800208040252,0.009489
2024-01-23,EOG,8.314240968455665e-05,-0.001357
2024-01-24,EOG,-0.0002401131798745453,0.008911
2024-01-25,EOG,0.0018781876584809782,0.02098
2024-01-26,EOG,-0.00088322423524076,0.005045
2024-01-29,EOG,0.0018828228544522743,-0.003554
2024-01-30,EOG,-0.0008970663341070529,0.021519
2024-01-02,HAL,-4.8444817185214285e-05,-0.009868
2024-01-03,HAL,-0.0026267199071314945,0.012178
2024-01-04,HAL,4.091428475879689e-05,-0.029037
2024-01-05,HAL,0.00017502431062646256,-0.004979
2024-01-08,HAL,0.00033215428644380545,0.005713
2024-01-09,HAL,0.003810765214707791,-0.016529
2024-01-10,HAL,-0.00034689177338279975,-0.00844
2024-01-11,HAL,-7.820838259928291e-05,-0.004948
2024-01-12,HAL,0.0003192185689885709,-0.00948
2024-01-16,HAL,0.00023270006604018742,-0.023601
2024-01-17,HAL,0.0007791702040855444,0.008801
2024-01-18,HAL,-0.0004265791150927165,0.003011
2024-01-19,HAL,0.00038953162107835095,0.016153
