,ticker,predict,real,sector
2024-01-24,CZR,0.0018915919529856658,-0.052236,Consumer_Discretionary
2024-01-25,CZR,0.0009567432813769021,-0.000223,Consumer_Discretionary
2024-01-26,CZR,0.0005638627541176967,-0.01549,Consumer_Discretionary
2024-01-29,CZR,0.00021435360477913804,0.024121,Consumer_Discretionary
2024-01-30,CZR,0.00020862074906302243,-0.020792,Consumer_Discretionary
2024-01-02,RCL,0.00018866352309726428,-0.055948,Consumer_Discretionary
2024-01-03,RCL,0.0017976263962948664,-0.001276,Consumer_Discretionary
2024-01-04,RCL,0.000769020292798913,0.008389,Consumer_Discretionary
2024-01-05,RCL,0.000992733770777899,0.034497,Consumer_Discretionary
2024-01-08,RCL,0.00026368931111477663,0.00218,Consumer_Discretionary
2024-01-09,RCL,0.00013386163421981944,0.008323,Consumer_Discretionary
2024-01-10,RCL,7.058623614448373e-05,0.006925,Consumer_Discretionary
2024-01-11,RCL,0.0001802809501747457,-0.001052,Consumer_Discretionary
2024-01-12,RCL,0.00018866352309726428,-0.014793,Consumer_Discretionary
2024-01-16,RCL,0.00022295244389102523,0.023931,Consumer_Discretionary
2024-01-17,RCL,0.0002012424846255316,0.011986,Consumer_Discretionary
2024-01-18,RCL,0.00022930808696766458,0.012036,Consumer_Discretionary
2024-01-19,RCL,0.0001380618742382757,0.007857,Consumer_Discretionary
2024-01-22,RCL,0.00015289376208044156,-0.007828,Consumer_Discretionary
2024-01-23,RCL,0.00017559154816121727,-0.007058,Consumer_Discretionary
2024-01-24,RCL,0.00018933715424562157,-0.013599,Consumer_Discretionary
2024-01-25,RCL,0.00022295244389102523,0.008847,Consumer_Discretionary
2024-01-26,RCL,0.0002012424846255316,-0.030013,Consumer_Discretionary
2024-01-29,RCL,0.0002855709855783743,0.030413,Consumer_Discretionary
2024-01-30,RCL,0.00046424319985239606,-0.012812,Consumer_Discretionary
2024-01-02,AMZN,0.00020494723737270713,-0.010624,Consumer_Discretionary
2024-01-03,AMZN,0.00020494723737270713,-0.004893,Consumer_Discretionary
2024-01-04,AMZN,0.00020022002177463822,-0.007006,Consumer_Discretionary
2024-01-05,AMZN,0.00027442294050680186,0.003801,Consumer_Discretionary
2024-01-08,AMZN,0.00022486901037157295,0.016083,Consumer_Discretionary
2024-01-09,AMZN,0.0001869018103666599,0.020495,Consumer_Discretionary
2024-01-10,AMZN,0.0001712917272395743,0.010982,Consumer_Discretionary
2024-01-11,AMZN,0.00013784167106409596,0.000903,Consumer_Discretionary
2024-01-12,AMZN,0.00012301765860956595,-0.004955,Consumer_Discretionary
2024-01-16,AMZN,0.0001802809501747457,-0.00241,Consumer_Discretionary
2024-01-17,AMZN,0.00019299251157007128,0.001452,Consumer_Discretionary
2024-01-18,AMZN,0.00020022002177463822,0.004778,Consumer_Discretionary
2024-01-19,AMZN,0.00019589103330183125,0.009816,Consumer_Discretionary
2024-01-22,AMZN,0.0001869018103666599,-0.013449,Consumer_Discretionary
2024-01-23,AMZN,0.00019339073869533316,0.007556,Consumer_Discretionary
2024-01-24,AMZN,0.00018563240149844604,-0.005894,Consumer_Discretionary
2024-01-25,AMZN,0.00022268722677575036,0.005097,Consumer_Discretionary
2024-01-26,AMZN,0.00018460993864755266,0.004419,Consumer_Discretionary
2024-01-29,AMZN,0.0001802809501747457,0.01205,Consumer_Discretionary
2024-01-30,AMZN,0.0001712917272395743,-0.010579,Consumer_Discretionary
2024-01-02,DECK,0.00021846276645882804,0.013732,Consumer_Discretionary
2024-01-03,DECK,0.00019123079883946688,0.005499,Consumer_Discretionary
2024-01-04,DECK,0.00020199772104772357,-0.001085,Consumer_Discretionary
2024-01-05,DECK,0.00018647441569023392,-0.032885,Consumer_Discretionary
2024-01-08,DECK,0.0003244901600818518,0.037328,Consumer_Discretionary
2024-01-09,DECK,0.00046424319985239606,0.01617,Consumer_Discretionary
2024-01-10,DECK,0.00017583736206532027,-0.003736,Consumer_Discretionary
2024-01-11,DECK,0.00010360889764353619,0.007964,Consumer_Discretionary
2024-01-12,DECK,0.00014960264730417915,0.003123,Consumer_Discretionary
2024-01-16,DECK,0.0001802809501747457,0.023134,Consumer_Discretionary
2024-01-17,DECK,0.0001712917272395743,0.007944,Consumer_Discretionary
2024-01-18,DECK,0.00016231037969203883,0.010826,Consumer_Discretionary
2024-01-19,DECK,0.0001290805266907402,0.006705,Consumer_Discretionary
2024-01-22,DECK,0.00015624751161086463,0.019793,Consumer_Discretionary
2024-01-23,DECK,0.00014725828867569326,-0.013603,Consumer_Discretionary
2024-01-24,DECK,0.00017602681822527911,-0.009854,Consumer_Discretionary
2024-01-25,DECK,0.00018993222242008894,0.00772,Consumer_Discretionary
2024-01-26,DECK,0.00021802699231338602,0.00103,Consumer_Discretionary
2024-01-29,DECK,0.00020199772104772357,0.010051,Consumer_Discretionary
2024-01-30,DECK,0.0001712917272395743,-0.001575,Consumer_Discretionary
2024-01-02,CMG,0.00020022002177463822,-0.014791,Consumer_Discretionary
2024-01-03,CMG,0.00020672493664579243,-0.004945,Consumer_Discretionary
2024-01-04,CMG,0.00021023170756070294,-0.003733,Consumer_Discretionary
2024-01-05,CMG,0.00024262629837564292,-0.004149,Consumer_Discretionary
2024-01-08,CMG,0.00020022002177463822,0.00741,Consumer_Discretionary
2024-01-09,CMG,0.00020022002177463822,0.003326,Consumer_Discretionary
2024-01-10,CMG,0.00019589103330183125,0.002138,Consumer_Discretionary
2024-01-11,CMG,0.00018866352309726428,0.011629,Consumer_Discretionary
2024-01-12,CMG,0.0001712917272395743,-0.003041,Consumer_Discretionary
2024-01-16,CMG,0.0001802809501747457,0.006151,Consumer_Discretionary
2024-01-17,CMG,0.00018460993864755266,0.012947,Consumer_Discretionary
2024-01-18,CMG,0.0001712917272395743,0.000353,Consumer_Discretionary
2024-01-19,CMG,0.0001802809501747457,0.002835,Consumer_Discretionary
2024-01-22,CMG,0.00017086433256314836,-0.007259,Consumer_Discretionary
2024-01-23,CMG,0.0001850081657728146,0.000784,Consumer_Discretionary
2024-01-24,CMG,0.00020022002177463822,-0.001804,Consumer_Discretionary
2024-01-25,CMG,0.00019589103330183125,-0.006886,Consumer_Discretionary
2024-01-26,CMG,0.00020494723737270713,0.005729,Consumer_Discretionary
2024-01-29,CMG,0.00020022002177463822,0.032603,Consumer_Discretionary
2024-01-30,CMG,0.0001712917272395743,0.008017,Consumer_Discretionary
2024-01-02,DPZ,0.00020022002177463822,0.010369,Consumer_Discretionary
2024-01-03,DPZ,0.0001869018103666599,-0.030081,Consumer_Discretionary
2024-01-04,DPZ,0.00024316470897736957,0.000973,Consumer_Discretionary
2024-01-05,DPZ,0.0006572119292169542,5e-05,Consumer_Discretionary
2024-01-08,DPZ,0.0002102890751944503,0.001144,Consumer_Discretionary
2024-01-09,DPZ,0.00019589103330183125,0.021341,Consumer_Discretionary
2024-01-10,DPZ,0.0001712917272395743,0.008818,Consumer_Discretionary
2024-01-11,DPZ,0.0001712917272395743,-0.007185,Consumer_Discretionary
2024-01-12,DPZ,0.00015177831277151592,-0.00645,Consumer_Discretionary
2024-01-16,DPZ,0.00018933715424562157,0.02817,Consumer_Discretionary
2024-01-17,DPZ,0.00017562071571238132,-0.001159,Consumer_Discretionary
2024-01-18,DPZ,0.0001656829457423855,-0.001688,Consumer_Discretionary
2024-01-19,DPZ,0.0001210127908951755,-0.003572,Consumer_Discretionary
2024-01-22,DPZ,0.00018460993864755266,0.002906,Consumer_Discretionary
2024-01-23,DPZ,0.00020022002177463822,-0.007507,Consumer_Discretionary
2024-01-24,DPZ,0.00019339073869533316,-0.014648,Consumer_Discretionary
2024-01-25,DPZ,0.00022295244389102523,-0.006936,Consumer_Discretionary
2024-01-26,DPZ,0.00021495892315877185,0.002224,Consumer_Discretionary
2024-01-29,DPZ,0.00024262629837564292,0.030945,Consumer_Discretionary
2024-01-30,DPZ,0.0001712917272395743,0.003045,Consumer_Discretionary
2024-01-02,ORLY,0.00020022002177463822,-0.004121,Consumer_Discretionary
2024-01-03,ORLY,0.00019589103330183125,-0.008812,Consumer_Discretionary
2024-01-04,ORLY,0.00020494723737270713,-0.010259,Consumer_Discretionary
2024-01-05,ORLY,0.00020494723737270713,-0.010267,Consumer_Discretionary
2024-01-08,ORLY,0.00020494723737270713,0.001457,Consumer_Discretionary
2024-01-09,ORLY,0.00020632670952053057,0.003808,Consumer_Discretionary
2024-01-10,ORLY,0.00020199772104772357,0.009801,Consumer_Discretionary
2024-01-11,ORLY,0.0001869018103666599,0.007466,Consumer_Discretionary
2024-01-12,ORLY,0.0001802809501747457,0.004935,Consumer_Discretionary
2024-01-16,ORLY,0.0001802809501747457,0.034755,Consumer_Discretionary
2024-01-17,ORLY,0.0001793248306194239,0.001029,Consumer_Discretionary
2024-01-18,ORLY,0.00010982819565593837,0.028822,Consumer_Discretionary
2024-01-19,ORLY,7.801822391175991e-05,0.012288,Consumer_Discretionary
2024-01-22,ORLY,7.788672169285143e-05,0.007126,Consumer_Discretionary
2024-01-23,ORLY,0.00010770245487483305,-0.01174,Consumer_Discretionary
2024-01-24,ORLY,0.00017559154816121727,-0.006884,Consumer_Discretionary
2024-01-25,ORLY,0.00021495892315877185,0.000117,Consumer_Discretionary
2024-01-26,ORLY,0.00020632670952053057,-0.003771,Consumer_Discretionary
2024-01-29,ORLY,0.00019589103330183125,0.00581,Consumer_Discretionary
2024-01-30,ORLY,0.00020022002177463822,0.010796,Consumer_Discretionary
2024-01-02,BBY,0.0001802809501747457,-0.012652,Consumer_Discretionary
2024-01-03,BBY,0.00022295244389102523,-0.018861,Consumer_Discretionary
2024-01-04,BBY,0.00025962169883599436,0.002263,Consumer_Discretionary
2024-01-05,BBY,0.0002984263753390793,0.007306,Consumer_Discretionary
2024-01-08,BBY,0.00024118144747875995,-0.001982,Consumer_Discretionary
2024-01-09,BBY,0.00019589103330183125,0.004947,Consumer_Discretionary
2024-01-10,BBY,0.00020022002177463822,0.00504,Consumer_Discretionary
2024-01-11,BBY,0.00018866352309726428,-0.017763,Consumer_Discretionary
2024-01-12,BBY,0.00022727581805880452,-0.015069,Consumer_Discretionary
2024-01-16,BBY,0.0004966766511249614,-0.018842,Consumer_Discretionary
2024-01-17,BBY,0.0003295611016098578,-0.000281,Consumer_Discretionary
2024-01-18,BBY,0.0006036014089574888,-0.00686,Consumer_Discretionary
2024-01-19,BBY,0.0002477476528447017,0.0,Consumer_Discretionary
2024-01-22,BBY,0.00021373555086075913,0.031294,Consumer_Discretionary
2024-01-23,BBY,0.000203358269183305,-0.015892,Consumer_Discretionary
2024-01-24,BBY,0.00017909226211783883,-0.00529,Consumer_Discretionary
2024-01-25,BBY,0.0001179495719024079,0.016351,Consumer_Discretionary
2024-01-26,BBY,0.00019399355374950493,-0.009007,Consumer_Discretionary
2024-01-29,BBY,0.0001850081657728146,-0.018732,Consumer_Discretionary
2024-01-30,BBY,0.00024019339543833232,0.008945,Consumer_Discretionary
2024-01-02,AZO,0.00019589103330183125,-0.008301,Consumer_Discretionary
2024-01-03,AZO,0.00020061824889990008,0.002565,Consumer_Discretionary
2024-01-04,AZO,0.00020022002177463822,-0.007837,Consumer_Discretionary
2024-01-05,AZO,0.00020061824889990008,-0.005598,Consumer_Discretionary
2024-01-08,AZO,0.00020022002177463822,0.005445,Consumer_Discretionary
2024-01-09,AZO,0.00020022002177463822,-0.008093,Consumer_Discretionary
2024-01-10,AZO,0.00020061824889990008,0.006167,Consumer_Discretionary
2024-01-11,AZO,0.00020022002177463822,0.004021,Consumer_Discretionary
2024-01-12,AZO,0.00019589103330183125,0.011425,Consumer_Discretionary
2024-01-16,AZO,0.0001869018103666599,0.035227,Consumer_Discretionary
2024-01-17,AZO,0.00014725828867569326,-0.002612,Consumer_Discretionary
2024-01-18,AZO,0.00010982819565593837,0.024378,Consumer_Discretionary
2024-01-19,AZO,7.491522461729073e-05,0.006756,Consumer_Discretionary
2024-01-22,AZO,0.00015624751161086463,0.011683,Consumer_Discretionary
2024-01-23,AZO,0.0001380618742382757,-0.000967,Consumer_Discretionary
2024-01-24,AZO,0.0001802809501747457,-0.006635,Consumer_Discretionary
2024-01-25,AZO,0.00019771972716814016,-0.000505,Consumer_Discretionary
2024-01-26,AZO,0.00020022002177463822,0.011714,Consumer_Discretionary
2024-01-29,AZO,0.0001869018103666599,0.003822,Consumer_Discretionary
2024-01-30,AZO,0.00018866352309726428,0.012466,Consumer_Discretionary
2024-01-02,POOL,0.00019771972716814016,-0.015497,Consumer_Discretionary
2024-01-03,POOL,0.00023633370423213282,-0.023742,Consumer_Discretionary
2024-01-04,POOL,0.0013737244880002815,0.006859,Consumer_Discretionary
2024-01-05,POOL,0.0009518318135702589,0.016496,Consumer_Discretionary
2024-01-08,POOL,0.0003089797252917054,0.018178,Consumer_Discretionary
2024-01-09,POOL,0.0001869018103666599,0.011855,Consumer_Discretionary
2024-01-10,POOL,0.00016187510962797702,0.017885,Consumer_Discretionary
2024-01-11,POOL,0.00015289376208044156,-0.006043,Consumer_Discretionary
2024-01-12,POOL,0.00017086433256314836,-0.014658,Consumer_Discretionary
2024-01-16,POOL,0.0002135358262794279,0.009817,Consumer_Discretionary
2024-01-17,POOL,0.0002012424846255316,-0.001456,Consumer_Discretionary
2024-01-18,POOL,0.00023829730990283592,0.019387,Consumer_Discretionary
2024-01-19,POOL,0.00019123079883946688,-0.000439,Consumer_Discretionary
2024-01-22,POOL,0.00018866352309726428,0.025129,Consumer_Discretionary
2024-01-23,POOL,0.00015289376208044156,-0.029103,Consumer_Discretionary
2024-01-24,POOL,0.00022755462585028402,-0.033715,Consumer_Discretionary
2024-01-25,POOL,0.0022860083780120383,-0.011386,Consumer_Discretionary
2024-01-26,POOL,0.0011991963736474797,-0.003564,Consumer_Discretionary
2024-01-29,POOL,0.0003190950540935448,0.013105,Consumer_Discretionary
2024-01-30,POOL,0.00019733748658535923,-0.008358,Consumer_Discretionary
2024-01-02,MAR,0.00018866352309726428,-0.016231,Consumer_Discretionary
2024-01-03,MAR,0.00022636548927502202,-0.005945,Consumer_Discretionary
2024-01-04,MAR,0.00021023170756070294,0.001867,Consumer_Discretionary
2024-01-05,MAR,0.00024262629837564292,0.014643,Consumer_Discretionary
2024-01-08,MAR,0.0001869018103666599,0.025753,Consumer_Discretionary
2024-01-09,MAR,0.0001712917272395743,0.003901,Consumer_Discretionary
2024-01-10,MAR,0.00017086433256314836,0.003896,Consumer_Discretionary
2024-01-11,MAR,0.00014705109717344704,-0.001671,Consumer_Discretionary
2024-01-12,MAR,0.0001802809501747457,-0.010053,Consumer_Discretionary
2024-01-16,MAR,0.00020494723737270713,0.010356,Consumer_Discretionary
2024-01-17,MAR,0.00019123079883946688,0.010922,Consumer_Discretionary
2024-01-18,MAR,0.00019300849811255226,0.021871,Consumer_Discretionary
2024-01-19,MAR,0.0001712917272395743,0.004298,Consumer_Discretionary
2024-01-22,MAR,0.0001802809501747457,0.013362,Consumer_Discretionary
2024-01-23,MAR,0.0001140284356743946,0.000549,Consumer_Discretionary
2024-01-24,MAR,0.0001712996026272102,-0.002474,Consumer_Discretionary
2024-01-25,MAR,0.00017086433256314836,0.003393,Consumer_Discretionary
2024-01-26,MAR,0.00018460993864755266,-0.003793,Consumer_Discretionary
2024-01-29,MAR,0.0001802809501747457,0.002277,Consumer_Discretionary
2024-01-30,MAR,0.00018460993864755266,0.01249,Consumer_Discretionary
2024-01-02,DRI,0.0001802809501747457,-0.007037,Consumer_Discretionary
2024-01-03,DRI,0.00020061824889990008,-0.0145,Consumer_Discretionary
2024-01-04,DRI,0.00022295244389102523,0.003428,Consumer_Discretionary
2024-01-05,DRI,0.00021023170756070294,0.005771,Consumer_Discretionary
2024-01-08,DRI,0.00023829730990283592,0.009731,Consumer_Discretionary
2024-01-09,DRI,0.00017967430016209296,0.003727,Consumer_Discretionary
2024-01-10,DRI,0.00018866352309726428,-0.002787,Consumer_Discretionary
2024-01-11,DRI,0.00019589103330183125,-0.004232,Consumer_Discretionary
2024-01-12,DRI,0.00020022002177463822,-0.019714,Consumer_Discretionary
2024-01-16,DRI,0.0002631255421360506,0.004089,Consumer_Discretionary
2024-01-17,DRI,0.00028032656707482277,0.007796,Consumer_Discretionary
2024-01-18,DRI,0.0002321922245435886,0.009405,Consumer_Discretionary
2024-01-19,DRI,0.0001869018103666599,-0.006984,Consumer_Discretionary
2024-01-22,DRI,0.00019339073869533316,0.012278,Consumer_Discretionary
2024-01-23,DRI,0.00017562071571238132,-0.003083,Consumer_Discretionary
2024-01-24,DRI,0.0001802809501747457,-0.002468,Consumer_Discretionary
2024-01-25,DRI,0.00018357589395847398,-0.000555,Consumer_Discretionary
2024-01-26,DRI,0.00018460993864755266,-0.009292,Consumer_Discretionary
2024-01-29,DRI,0.00020061824889990008,0.015769,Consumer_Discretionary
2024-01-30,DRI,0.0001840032886348999,0.003492,Consumer_Discretionary
2024-01-02,ULTA,0.0001618829850156129,0.002803,Consumer_Discretionary
2024-01-03,ULTA,0.0001802809501747457,-0.023414,Consumer_Discretionary
2024-01-04,ULTA,0.00024316470897736957,-0.011989,Consumer_Discretionary
2024-01-05,ULTA,0.0011119036234697383,0.012008,Consumer_Discretionary
2024-01-08,ULTA,0.00026004842788858126,0.02411,Consumer_Discretionary
2024-01-09,ULTA,0.00019300849811255226,0.005097,Consumer_Discretionary
2024-01-10,ULTA,0.00017086433256314836,-0.005357,Consumer_Discretionary
2024-01-11,ULTA,0.00014705109717344704,-0.002087,Consumer_Discretionary
2024-01-12,ULTA,0.00018460993864755266,-0.009269,Consumer_Discretionary
2024-01-16,ULTA,0.00020494723737270713,-0.010312,Consumer_Discretionary
2024-01-17,ULTA,0.00020494723737270713,0.002396,Consumer_Discretionary
2024-01-18,ULTA,0.00020632670952053057,0.006903,Consumer_Discretionary
2024-01-19,ULTA,0.00020199772104772357,-0.014822,Consumer_Discretionary
2024-01-22,ULTA,0.00020061824889990008,0.005016,Consumer_Discretionary
2024-01-23,ULTA,0.00021023170756070294,-0.000208,Consumer_Discretionary
2024-01-24,ULTA,0.00022268722677575036,-0.004636,Consumer_Discretionary
2024-01-25,ULTA,0.00018866352309726428,0.026814,Consumer_Discretionary
2024-01-26,ULTA,0.00016663936816484586,-0.005541,Consumer_Discretionary
2024-01-29,ULTA,0.0001656829457423855,0.03028,Consumer_Discretionary
2024-01-30,ULTA,0.00010463827468472109,0.005872,Consumer_Discretionary
2024-01-02,DHI,0.00018866352309726428,-0.000133,Consumer_Discretionary
2024-01-03,DHI,0.00019589103330183125,0.001286,Consumer_Discretionary
2024-01-04,DHI,0.00019589103330183125,0.00122,Consumer_Discretionary
2024-01-05,DHI,0.00019589103330183125,0.01102,Consumer_Discretionary
2024-01-08,DHI,0.0001869018103666599,0.013106,Consumer_Discretionary
2024-01-09,DHI,0.0001712917272395743,0.005033,Consumer_Discretionary
2024-01-10,DHI,0.0001802809501747457,0.00214,Consumer_Discretionary
2024-01-11,DHI,0.0001618829850156129,0.011091,Consumer_Discretionary
2024-01-12,DHI,0.00016231037969203883,-0.008758,Consumer_Discretionary
2024-01-16,DHI,0.00019339073869533316,-6.5e-05,Consumer_Discretionary
2024-01-17,DHI,0.00019299251157007128,0.001384,Consumer_Discretionary
2024-01-18,DHI,0.00019589103330183125,-0.008128,Consumer_Discretionary
2024-01-19,DHI,0.00020061824889990008,0.014171,Consumer_Discretionary
2024-01-22,DHI,0.0001840032886348999,0.013171,Consumer_Discretionary
2024-01-23,DHI,0.0001712917272395743,-0.036162,Consumer_Discretionary
2024-01-24,DHI,0.0004596130382291439,-0.037741,Consumer_Discretionary
2024-01-25,DHI,0.004466361299331529,0.010276,Consumer_Discretionary
2024-01-26,DHI,0.0010620442180997109,-0.001066,Consumer_Discretionary
2024-01-29,DHI,0.0007290191457392316,-0.005674,Consumer_Discretionary
2024-01-30,DHI,0.00020022002177463822,0.016749,Consumer_Discretionary
2024-01-02,LULU,0.00020022002177463822,-0.006272,Consumer_Discretionary
2024-01-03,LULU,0.00019589103330183125,-0.007711,Consumer_Discretionary
2024-01-04,LULU,0.00020494723737270713,-0.001811,Consumer_Discretionary
2024-01-05,LULU,0.00020022002177463822,-0.009719,Consumer_Discretionary
2024-01-08,LULU,0.00021846276645882804,0.006162,Consumer_Discretionary
2024-01-09,LULU,0.00020022002177463822,-0.006586,Consumer_Discretionary
2024-01-10,LULU,0.00020672493664579243,-0.007992,Consumer_Discretionary
2024-01-11,LULU,0.00020494723737270713,0.004324,Consumer_Discretionary
2024-01-12,LULU,0.00020022002177463822,-0.016678,Consumer_Discretionary
2024-01-16,LULU,0.00022636548927502202,-0.015312,Consumer_Discretionary
2024-01-17,LULU,0.0002939491792166462,-0.001662,Consumer_Discretionary
2024-01-18,LULU,0.00025263798416170764,0.01114,Consumer_Discretionary
2024-01-19,LULU,0.00023363707544047155,0.013103,Consumer_Discretionary
2024-01-22,LULU,0.00017967430016209296,-0.002298,Consumer_Discretionary
2024-01-23,LULU,0.0001802809501747457,-0.006705,Consumer_Discretionary
2024-01-24,LULU,0.00017992053663402424,-0.004528,Consumer_Discretionary
2024-01-25,LULU,0.00020022002177463822,-0.001936,Consumer_Discretionary
2024-01-26,LULU,0.00020022002177463822,0.006379,Consumer_Discretionary
2024-01-29,LULU,0.00020022002177463822,0.008284,Consumer_Discretionary
2024-01-30,LULU,0.00017967430016209296,-0.001224,Consumer_Discretionary
2024-01-02,ROST,0.0001802809501747457,0.001382,Consumer_Discretionary
2024-01-03,ROST,0.00019589103330183125,-0.021846,Consumer_Discretionary
2024-01-04,ROST,0.00024316470897736957,0.00371,Consumer_Discretionary
2024-01-05,ROST,0.0006974911199348372,-0.005692,Consumer_Discretionary
2024-01-08,ROST,0.00024118144747875995,0.00974,Consumer_Discretionary
2024-01-09,ROST,0.00019123079883946688,0.009283,Consumer_Discretionary
2024-01-10,ROST,0.00017967430016209296,-0.001542,Consumer_Discretionary
2024-01-11,ROST,0.00019589103330183125,0.007662,Consumer_Discretionary
2024-01-12,ROST,0.00017562071571238132,-0.004737,Consumer_Discretionary
2024-01-16,ROST,0.00019589103330183125,0.007941,Consumer_Discretionary
2024-01-17,ROST,0.0001840032886348999,-0.007466,Consumer_Discretionary
2024-01-18,ROST,0.00020061824889990008,0.01664,Consumer_Discretionary
2024-01-19,ROST,0.00019123079883946688,-0.001668,Consumer_Discretionary
2024-01-22,ROST,0.00018866352309726428,0.00363,Consumer_Discretionary
2024-01-23,ROST,0.00018357589395847398,0.000216,Consumer_Discretionary
2024-01-24,ROST,0.0001802809501747457,-0.00552,Consumer_Discretionary
2024-01-25,ROST,0.00018866352309726428,0.005283,Consumer_Discretionary
2024-01-26,ROST,0.00018460993864755266,0.002121,Consumer_Discretionary
2024-01-29,ROST,0.0001802809501747457,0.01082,Consumer_Discretionary
2024-01-30,ROST,0.0001712917272395743,0.0,Consumer_Discretionary
2024-01-02,LOW,0.00020022002177463822,-0.007264,Consumer_Discretionary
2024-01-03,LOW,0.00020494723737270713,-0.018949,Consumer_Discretionary
2024-01-04,LOW,0.00027425900164686434,-0.003209,Consumer_Discretionary
2024-01-05,LOW,0.0002957400574626373,0.008974,Consumer_Discretionary
2024-01-08,LOW,0.00027015942454850173,0.018767,Consumer_Discretionary
2024-01-09,LOW,0.0001869018103666599,0.007521,Consumer_Discretionary
2024-01-10,LOW,0.0001712917272395743,0.011297,Consumer_Discretionary
2024-01-11,LOW,0.00015289376208044156,0.000182,Consumer_Discretionary
2024-01-12,LOW,0.0001802809501747457,-0.006129,Consumer_Discretionary
2024-01-16,LOW,0.00018866352309726428,0.006254,Consumer_Discretionary
2024-01-17,LOW,0.00018460993864755266,-0.004247,Consumer_Discretionary
2024-01-18,LOW,0.00019589103330183125,-0.003516,Consumer_Discretionary
2024-01-19,LOW,0.00020022002177463822,0.006542,Consumer_Discretionary
2024-01-22,LOW,0.00020022002177463822,0.009412,Consumer_Discretionary
2024-01-23,LOW,0.0001869018103666599,-0.019611,Consumer_Discretionary
2024-01-24,LOW,0.00022727581805880452,-0.021426,Consumer_Discretionary
2024-01-25,LOW,0.0007927077983664387,0.002411,Consumer_Discretionary
2024-01-26,LOW,0.0007846109324972468,-0.001601,Consumer_Discretionary
2024-01-29,LOW,0.00025469697656488083,0.000283,Consumer_Discretionary
2024-01-30,LOW,0.00020022002177463822,0.017309,Consumer_Discretionary
2024-01-02,TSCO,0.0001850081657728146,0.015521,Consumer_Discretionary
2024-01-03,TSCO,0.000166204098100784,-0.017692,Consumer_Discretionary
2024-01-04,TSCO,0.00022727581805880452,0.011239,Consumer_Discretionary
2024-01-05,TSCO,0.00024408504493543838,0.024332,Consumer_Discretionary
2024-01-08,TSCO,0.00021658214141650304,0.024427,Consumer_Discretionary
2024-01-09,TSCO,0.0001712917272395743,-0.008976,Consumer_Discretionary
2024-01-10,TSCO,0.00015177831277151592,-0.003171,Consumer_Discretionary
2024-01-11,TSCO,0.000151380085646254,0.006953,Consumer_Discretionary
2024-01-12,TSCO,0.00019299251157007128,0.009665,Consumer_Discretionary
2024-01-16,TSCO,0.0001869018103666599,0.010316,Consumer_Discretionary
